Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Senior Data Analyst (Loyalty & Player Engagement),$139K - $276K (Employer est.),"Why PlayStation?
PlayStation isn't just the Best Place to Play — it's also the Best Place to Work. Today, we're recognized as a global leader in entertainment producing The PlayStation family of products and services including PlayStation®5, PlayStation®4, PlayStation®VR, PlayStation®Plus, PlayStation™Now, acclaimed PlayStation software titles from PlayStation Studios, and more.
PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.
The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Corporation.",4.0,"PlayStation Global
4.0","San Mateo, CA",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD)
"Principal Data Scientist, SNKRS (Open to remote work, except the following locations: SD, VT, and WV)",$139K - $276K (Employer est.),"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
WHO WE ARE LOOKING FOR
We are looking for an experienced, hands-on Principal Data Scientist who is excited to cultivate and serve a dedicated sneakerhead community. You love cutting edge machine learning, and bringing it to production to serve users. You will drive ambitious roadmaps, lead and mentor data scientists, and partner with a diverse set of partners.",4.2,"Nike
4.2","New York, NY",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,
Data Scientist - Psychology,$139K - $276K (Employer est.),"Overview:
Global video game publisher/developer headquartered in Rockville MD, seeks a Data Scientist- Psychology to join the Enterprise Business Intelligence team. This position works within the Enterprise BI Team and is responsible for conducting research using game, customer, and business data.

The incumbent will have at least 2 years of relevant experience partnering with both technical and business teams to facilitate research. The Data Scientist-Psychology will work within a multidisciplinary Data Science team to help answer questions about how customers interact with our products and provide research on those interactions.
Responsibilities:
Help the studio better understand its data and provide recommendations to help optimize design, shape business strategy, and make predictions to improve the customer experience
Qualifications:
Preferred Skills:
Applicant Privacy Notice:",3.4,"ZeniMax Media Inc.
3.4","Hunt Valley, MD",201 to 500 Employees,1999,Company - Private,Video Games,Media,Unknown / Non-Applicable
Data Scientist - Operations Planning,$139K - $276K (Employer est.),"About NetApp

We’re forward-thinking technology people with heart. We make our own rules, drive our own opportunities, and try to approach every challenge with fresh eyes. Of course, we can’t do it alone. We know when to ask for help, collaborate with others, and partner with smart people. We embrace diversity and openness because it’s in our DNA. We push limits and reward great ideas. What is your great idea?

Job Summary

NetApp is transforming Operations Planning with AI/ML based forecasting capabilities and processes. As a Data Scientist focused on Sales & Operations Planning (S&OP), you will play a critical role in designing and implementing forecast algorithms, planning processes and tools. You will analyze big data, provide analytics and insights, build models and algorithms to improve demand predictability and accuracy. Your data driven insight will inform decision making and help the organization become more agile, scalable, and efficient. You will work closely with other data scientists and the planning team drive process/system improvements.

To be successful in this role, you must be a motivated self-starter with a passion for solving business problems using data and analytics, a team player who can collaborate cross functionally, a strong communicator with leadership. The ideal candidate is an analytical expert with a practical understanding of supply chain operations.


Analyze large data from various source to create forecast models for Sales & Operations Plan
Identify critical data and data patterns to improve demand predictability and accuracy
Run models and what-if scenarios (product transitions, demand generation, supply constrained plan, etc.) to evaluate planning assumptions and quantify impact
Develop data visualization and dashboards
Track S&OP KPI and conduct ad-hoc analysis to identify gaps, risks, and opportunities
Plan/coordinate product transitions with cross-functional team to ensure supply continuity, enable revenue and proactively mitigate excess & obsolete inventory
Determine appropriate buffer for demand volatility
Provide data driven insights that help in operational decision-making processes such as strategic spend, cost reduction and supply chain strategy
Facilitate and lead S&OP Plan review with various functions
Lead root cause identification and continuous improvement efforts in the S&OP planning process
Assist in supply and demand optimization by providing demand outlook and risk assessment
Lead efforts to enhance forecasting tools/systems; project manage as appropriate
Job Requirements
8+ years of overall work experience with 5+ years in an analytical role; experience in building forecasting models
Knowledge & experience in Planning and Supply Chain Operations, highly desired
Demonstrated proficiency in data analytics. Understanding of how data is constructed within the systems and ability to source information for analysis
Experience in building data models using statistical forecast and AI/ML techniques
Working knowledge of SQL, R or Python
Experience with data visualization/BI SW (Tableau, Power BI, etc.)
Understanding of the new product development, new product life cycle and product phase out processes
Ability to manage ambiguity and address unstructured or less defined problems
Problem solver and change agent who can identify problems in advance and propose solutions
Ability to communicate with technical and non-technical stakeholders across the organization. Comfortable making executive presentations
Ability to build rapport with all key stakeholders
Excellent organizational and time management skills
Ability to manage multiple priorities through understanding impact on business results
Experience with ERP systems (SAP, Oracle) a plus
Knowledge & experience in Planning and Supply Chain Operations, highly desired
Education

Undergraduate degree in Statistics, Applied Mathematics, Computer Science, Industrial Engineering or Supply Chain Operations. Master’s degree a plus

Did you know…
Statistics show women apply to jobs only when they’re 100% qualified. But no one is 100% qualified. We encourage you to shift the trend and apply anyway! We look forward to hearing from you.

Why NetApp?

In a world full of generalists, NetApp is a specialist. No one knows how to elevate the world’s biggest clouds like NetApp. We are data-driven and empowered to innovate. Trust, integrity, and teamwork all combine to make a difference for our customers, partners, and communities.

We expect a healthy work-life balance. Our volunteer time off program is best in class, offering employees 40 hours of paid time off per year to volunteer with their favorite organizations. We provide comprehensive medical, dental, wellness, and vision plans for you and your family. We offer educational assistance, legal services, and access to discounts. We also offer financial savings programs to help you plan for your future.

If you run toward knowledge and problem-solving, join us.

If the Company determines this role will be performed in Colorado, the starting salary for this position is $148,500. This role could be eligible for comprehensive benefits including: Medical, Dental, Vision, Life, 401(K), Paid Time off (PTO), Company bonus, Employee stock purchase plan, and restricted stocks (RSU’s) *. Final compensation will be dependent on various factors such as location, qualifications, certifications, relevant work experience and other factors, consistent with applicable law.

As a U.S. federal contractor, in accordance with President Biden’s recent Executive Order for U.S. federal contractors, all U.S. employees of NetApp must be fully vaccinated against COVID-19 if they work at a Company location or remotely. If there is a medical or religious reason preventing you from receiving the COVID-19 vaccination, you must request and be approved for one of the legally acceptable exemptions.",4.2,"NetApp
4.2","Premium, KY",10000+ Employees,1992,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)
Data Scientist - Psychology,$139K - $276K (Employer est.),"Overview
Global video game publisher/developer headquartered in Rockville MD, seeks a Data Scientist- Psychology to join the Enterprise Business Intelligence team. This position works within the Enterprise BI Team and is responsible for conducting research using game, customer, and business data.

The incumbent will have at least 2 years of relevant experience partnering with both technical and business teams to facilitate research. The Data Scientist-Psychology will work within a multidisciplinary Data Science team to help answer questions about how customers interact with our products and provide research on those interactions.",3.6,"Bethesda Softworks
3.6","Hunt Valley, MD",51 to 200 Employees,-1,Subsidiary or Business Segment,Video Games,Media,$5 to $10 million (USD)
"Staff Data Scientist, Metrics Intelligence",$139K - $276K (Employer est.),"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
Our Research & Analytics team is hiring a Staff Data Scientist to join our Metrics Intelligence working group! The Metrics Intelligence working group is focused on increasing the actionable insights gained from understanding and tracking key metrics.
Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.",4.6,"Slack
4.6","Denver, CO",1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
"Staff Data Scientist, Metrics Intelligence - Slack",$139K - $276K (Employer est.),"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
Our Research & Analytics team is hiring a Staff Data Scientist to join our Metrics Intelligence working group! The Metrics Intelligence working group is focused on increasing the actionable insights gained from understanding and tracking key metrics.
Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.",4.5,"Salesforce
4.5",Remote,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
"Senior Data Scientist, Forecasting (Open to remote work, except the following locations: SD, VT, and WV)",$139K - $276K (Employer est.),"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world! Our Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and innovative technology, the team strives to ensure that Nike gets the right product to the right place at the right time for the consumers",4.2,"Nike
4.2","Beaverton, OR",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
Senior Strategy Data Scientist - Analytics,$139K - $276K (Employer est.),"Join a leading fintech company that's democratizing finance for all.
Robinhood was founded on a simple idea: that our financial markets should be accessible to all. With customers at the heart of our decisions, Robinhood is lowering barriers and providing greater access to financial information. Together, we are building products and services that help create a financial system everyone can participate in.
Just as we focus on our customers, we also strive to create an inclusive environment where our employees can thrive and do impactful work. We are proud of the competitive products and company culture we've built and have been recognized as:
Forbes Fintech 50 2021",4.0,"Robinhood
4.0","Menlo Park, CA",1001 to 5000 Employees,2013,Company - Public,Brokerage Services,Finance,Unknown / Non-Applicable
"Applied Data Scientist, Platform Engineering",$139K - $276K (Employer est.),"Applied Data Scientist, Platform Engineering
Remote - North America, South America, Europe
(United States, Canada, Mexico, Chile, Argentina, Brazil, UK, Ireland, Germany, Sweden, Norway, Poland, Spain, Austria, Slovenia, Czech Republic, Portugal, Netherlands, Switzerland)
We are targeting GMT +1 to GMT -8 in the countries identified with core overlapping hours of 10am-1pm Eastern Standard
At Stack Overflow, our mission is to empower the world's developers. Whether we're helping developers get answers to their questions or work more efficiently with their team we build products that make millions of developers' lives better every day. As the world continues to transform with technology as a leading force, we're driven to make Stack Overflow a place where everyone who codes feels welcome to learn, share their knowledge, and build their careers.",4.1,"Stack Overflow
4.1","New York, NY",201 to 500 Employees,2008,Company - Private,Internet,Information Technology,$50 to $100 million (USD)
Data Science Manager (Remote),$139K - $276K (Employer est.),"The Opportunity
Directs the design, documentation, testing and implementation of data collection studies, and database review. Collaborates and coordinates with others to design and implement protocols and data collection systems. Develops systems for organizing data to analyze, identify and report data and trends. Manages data management issues by reviewing protocols for cross-project consistency and identifying standard case report form modules to meet objectives. Develops data quality plans. Provides early strategic input into protocol design focused on data management issues. Reviews and resolves data discrepancies for standardized data validation systems and procedures. May also be responsible for projects that have been contracted with contract research organizations, as well as internal projects. Selects, develops and evaluates personnel to ensure the efficient operation of the function.
Job Facts


Manager with direct reports",4.2,"Roche
4.2","Indianapolis, IN",5001 to 10000 Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Data Scientist III, Growth Analytics",$139K - $276K (Employer est.),"The Opportunity
This role will leverage your technical skills and business acumen as you deliver insights that inform Teladoc’s most important business decisions. You will collaborate closely with partners and leaders to support strategic cross-functional initiatives that help us keep costs in check, maximize revenue and impact a greater number of people living with chronic and behavioral conditions.
This role offers a chance to have a meaningful impact on our business outcomes. Come help us break new ground, while measurably improving lives and saving millions in healthcare costs.
Responsibilities
Support detailed analyses, modeling, and experimentation for mission-critical functions within the marketing teams driving member enrollment and utilization.",3.7,"Teladoc Health
3.7",Remote,1001 to 5000 Employees,2002,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD)
"Data Scientist, QuBIT",$139K - $276K (Employer est.),"M.S. or equivalent in Statistics, Mathematics, Operations Research, Engineering, Computer Science, or related analytical disciplines.
Deep understanding of regression modeling, forecasting techniques, time series analysis, machine-learning concepts such as supervised/unsupervised learning, in-depth knowledge of tree-based ensemble models, etc.
Excellent in using statistical, visualization, and machine-learning tools and commercial packages
Proficiency in using SQL as applied to big data: extraction, processing, filtering, and presenting large data quantities (100K to Millions of rows) via AWS technologies and data pipelines
Excellent one or more scripting languages (e.g., Python, R, Java, C++, etc.)
Ability to communicate technical concepts and solutions at a level appropriate for technical and non-technical audiences.
Job summary
Amazon's Quantitative Business Intelligence Tools (QuBIT) team is looking for motivated individuals with strong analytical and science skills to evolve one of the most complex supply-chain systems in the world.

Amazon’s supply-chain comprises thousands of fixed infrastructure nodes with millions of possible connections between them. Billions of packages flow through this network on a yearly basis, making the impact of optimal improvements truly innovative. This job offers is a terrific opportunity to analyze Amazon data and understand, model, optimize, and reshape one of the world's most supply-chains.

Your main focus will be on developing predictive models for critical planning entities; analyzing large amount of data to identify and evaluate opportunities to improve customer experience, network speed, cost and efficiency; and presenting the results to non-technical audience with the aid of visualization tools. You will leverage optimization approaches to evaluate trade-offs between potentially competing business objectives and improve decision-making. You will identify effective metrics to quantify the improvements resulting from the application of your developed tools.

The ideal candidate will demonstrate deep understanding of statistical and machine learning concepts, technical skills for leveraging analytical tools to solve large scale problems, aptitude to remain abreast with data science related technologies and excitement to take iterative approaches to tackle long-term challenges. The successful candidate will have good communication skills and ability to speak at a level appropriate for the audience; will collaborate effectively with fellow scientists, data/software engineers, and product/program managers; and will deliver business value in a close partnership with many stakeholders from operations, finance and software-engineering.

Key job responsibilities
In this role, you'll be expected to work on well defined business problems related to Amazon Fulfillment Center Operations (labor planning, capacity planning, etc) and use the appropriate data science techniques to design and implement a workable solution for them. You'll also work alongside the product/program managers to define the success criteria for the solution and set up the appropriate tracking/reporting mechanisms.

About the team
The science team within QuBIT comprises 6 data scientists coming from a diverse background! Our mission is to continuously evolve our operations by developing robust and well-researched science solutions. Outside of constantly adding business value through those solutions, our team keeps abreast of evolving science field by learning new concepts and algorithms dedicatedly every week, and we share the knowledge across team members through monthly learning sessions!

The base pay range for this position in Colorado is $ 119,300 - $160,000 a year; however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon’s internal or external careers site.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.8,"Amazon.com Services LLC
3.8",Remote,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Scientist - 100% Remote,$139K - $276K (Employer est.),"We have an immediate need for an experienced Data Scientist. This permanent position is 100% remote and offers competitive compensation (that will depend on level of experience) as well as an excellent benefits package.
Target Skills and Experience:
5+ years of Data Analytics experience while working as a Data Scientist.
Strong ability to analyze large amounts of data to discover trends and patterns and build predictive models and machine-learning algorithms to support decision making and quality improvement.
Strong ability to evaluate predictive models, including those developed by vendors or other data scientists, and produce actionable insights, strategies, and recommendations to business challenges.",-1,BlueSky Technology Solutions,Remote,-1,-1,-1,-1,-1,-1
"Data Scientist- TikTok Ads, Brand Innovation",$139K - $276K (Employer est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Mountain View (CA), Seattle, Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

We're the TikTok Monetization Products data science team, who enables and champions data driven decision making. Our Vision is to become the world class data science team, where data is used rigorously to drive all decision making. Our Mission is to drive monetization and sustainable revenue growth for TikTok through data science.

The Brand Innovation team focuses on branding advertising, Spark Ads and innovative ad formats. We provide branding solutions including common brand ad products (e.g., Reach & Frequency, Brand Auction) and brand ad products that are unique to TikTok (e.g., Hashtag Challenge, Branded Mission). Spark Ads is a native ad format that enables advertisers to leverage organic TikTok posts and their features to advertise for both brand campaigns and direct response campaigns. As a data scientist on the Brand Innovation team, we partner with product managers, engineers and other cross-functional teams in the product journey, providing data insights that support and lead the product incubation and continued growth.

Responsibilities
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.",3.6,"TikTok
3.6","Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Head of Business Analytics and Data Science,$139K - $276K (Employer est.),"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Mountain View, CA, USA; New York, NY, USA; Boulder, CO, USA.
Minimum qualifications:
Bachelor's degree or equivalent practical experience.
10 years of experience with project management, customer consulting, and data analysis.
5 years of experience managing distributed teams.

Preferred qualifications:
Experience leading/mentoring a high-performing team and managing analytical work in a sales or customer service environment.



Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",4.5,"Google
4.5","New York, NY",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Senior Data Scientist, Analytics",$139K - $276K (Employer est.),"Discord is looking for experienced and passionate data scientist to join our small-but-growing Data Science team! As a member of the Data Science team, you will help Discord achieve its mission of providing people with a sense of belonging in online communities, by collaborating directly with the teams who design, build, and support Discord. If you're passionate about data, impact, and working on an amazing team, read on!",4.4,"Discord
4.4","San Francisco, CA",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
Data Scientist,$139K - $276K (Employer est.),"Travel Required: Less than 10%
Public Trust: None
Requisition Type: Pipeline
Experience leading big data analytics and big data platforms like Hadoop.
Lead data sciences research and analysis projects, providing oversight and course corrections as required.
Oversee and design research and analysis to improve business performance across and within multiple departments.",3.9,"General Dynamics Information Technology
3.9",Remote,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$2 to $5 billion (USD)
Data Scientist (100% Remote),$139K - $276K (Employer est.),"Overview

Frontdoor is a company that’s obsessed with taking the hassle out of owning a home. With services powered by people and enabled by technology, it is the parent company of four home service plan brands: American Home Shield, HSA, Landmark and OneGuard, as well as ProConnect, an on-demand membership service for home repairs and maintenance, and Streem, a technology company that enables businesses to serve customers through an enhanced augmented reality, computer vision and machine learning platform. Frontdoor serves 2.2 million customers across the U.S. through a network of approximately 17,000 pre-qualified contractor firms that employ an estimated 60,000 technicians. The company’s customizable home service plans help customers protect and maintain their homes from costly and unexpected breakdowns of essential home systems and appliances. With 50 years of home services experience, the company responds to over four million service requests annually. For details, visit frontdoorhome.com.

Responsibilities

Process massive amounts of structured and unstructured data.

Build advanced supervised and unsupervised machine learning models for batch and real-time applications.

Research new machine learning solutions to complex business problems.

Develop and deploy models in production using Python.

Run A/B test experiments and analyze results.

Communicate findings to non-technical audience.

Stay current with new tools and techniques in the literature.

Qualifications

Masters in Computer Science, Engineering, Statistics, or related field (PhD preferred)

Excellent communication skills.

Strong background in machine learning and statistics.

Solid foundation in data structures and algorithms.

Proficiency in Python for numerical/statistical programming (including Numpy, Pandas, and Scikit-learn).

Ability to write complex SQL queries.

Experience training deep neural networks.

Experience with natural language processing.

4 or more years of industry experience building ML and statistical models.

Need help finding the right job?

We can recommend jobs specifically for you!

Job Locations US-CO-Denver | US-MN-St. Paul | US-WA-Olympia | US-TX-Austin | US-AZ-Phoenix | US-TX-Dallas | US-CA-Los Angeles | US-CA-Sacramento | US-WA-Olympia | US-OR-Salem | US-UT-Salt Lake City...

ID 2021-2308

Category Engineering

Type Full Time

Company AHS American Home Shield Corp",3.1,"Frontdoor
3.1","Salt Lake City, UT",1001 to 5000 Employees,2018,Company - Private,Security Services,Business Services,Unknown / Non-Applicable
"Lead Data Scientist/Sr. Manager, Tableau",$139K - $276K (Employer est.),"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way. We are the fastest growing of the top 10 enterprise software companies, the World’s Most Innovative Company according to Forbes, and one of Fortune’s 100 Best Companies to Work For six years running. The growth, innovation, and Aloha spirit of Salesforce are driven by our incredible employees who thrive on delivering success for our customers while also finding time to give back through our 1/1/1 model, which leverages 1% of our time, equity, and product to improve communities around the world. Salesforce is a team sport, and we play to win. Join us!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.",4.5,"Salesforce
4.5",California,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
"Data Scientist- TikTok Ads, Ads Targeting, Auction and Delivery",$139K - $276K (Employer est.),"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Mountain View (CA), Seattle, Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

We're the TikTok Monetization Products data science team, who enables and champions data driven decision making. Our Vision is to become the world class data science team, where data is used rigorously to drive all decision making. Our Mission is to drive monetization and sustainable revenue growth for TikTok through data science.

Ads Targeting, Auction and Delivery are the key parts of TikTok online advertising platform - an automatic system that optimizes which ads to display to users and determines how much advertisers should pay for them. The successful candidate will gain an understanding of the data science techniques to power TikTok monetization and drive meaningful improvements in ads targeting and ranking models.

Responsibilities
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.",4.2,"ByteDance
4.2","Mountain View, CA",10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Data Scientist III, Analytics",$139K - $276K (Employer est.),"Data Scientist III, Analytics
We're looking for a passionate data scientist to provide valuable analytics and decision support to Expedia's Business. This position will mainly partner with various teams in product, engineering, strategy and other business teams to optimize traffic, conversion, repeat rate & other metrics to improve the user experience
In this role, the candidate will contribute to many aspects of business development, including product innovation/user behavior, test and learn, machine-learning/algorithm building, opportunity identification and problem solving. If you are a self-starter, and have demonstrated success in using analytics & data science to drive innovation and user engagement of a product, then this position is for you.
What you'll do:
Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. This employer participates in E-Verify. The employer will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS) with information from each new employee's I-9 to confirm work authorization.",4.1,"Expedia Group
4.1","Seattle, WA",10000+ Employees,1996,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Data Science Manager,$139K - $276K (Employer est.),"People love Discord because it connects them with people they care about - friends, family, and communities with shared interests. Tens of millions of users use our world-class audio/video calling, text chat, and collaborative functionality like streaming to communicate every day. As a Manager in the Data Science department, you will coordinate with cross-functional partners like product managers and designers to leverage machine learning, causal inference, and analytics to guide development of innovative product features and ensure that Discord is the best service it can be. Check out our blog about how our team informs strategy & innovation at Discord",4.4,"Discord
4.4","San Francisco, CA",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
Senior Data Scientist,$139K - $276K (Employer est.),"Who we are...
AvantStay delivers exceptional, unique stays for group travelers. The company has built a tech-enabled millennial hospitality brand to be the new standard for group experience. We are venture funded and growing rapidly in the explosive $100+ billion dollar STR industry.

What we are looking for...
AvantStay is looking for a Sr. Data Scientist that will help enable data driven decision making on our Revenue Management and Finance teams. These efforts are key to enabling the optimizing of revenue and dynamic pricing practices, underwriting and other financial and analytical actions which are central to our continued success as we grow into new markets and increase the number of properties in our portfolio each month.

The position requires strong critical thinking and analytical skills to provide business intelligence through thoughtful problem solving, data collection, validation, analysis, modeling, forecasting, and visualization. The ideal candidate must be self driven to provide insights and recommendations in a fast-paced environment that values collaboration, integrity, and accountability. Strong communication and leadership skills to present findings, discuss challenges, mentor others, and provide recommendations are essential for success.",4.6,"AvantStay
4.6",Remote,201 to 500 Employees,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable
